text,rating,time,user_id,gmap_id,category,description,avg_rating,num_of_reviews,violation_type
The owner is so rude according to the local gossip. I can't believe they're still in business.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My neighbor told me they never wash the dishes. Absolutely disgusting!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Everyone I know says their portions are tiny for the price. Such a rip-off.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I've heard rumors about questionable hygiene practices in the kitchen. No thanks!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My cousin visited and said the staff were completely incompetent. What a mess.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Word on the street is their coffee tastes like dishwater. I'll pass.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My sister's friend told her the wait times are absolutely insane. Not worth it.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Apparently, they always run out of popular items. Poor management, if you ask me.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I read online that the atmosphere is incredibly unwelcoming. Sounds dreadful.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
A colleague mentioned they use really cheap ingredients. Quality can't be good.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My aunt heard the service is incredibly slow. I don't have all day.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
The local grapevine says they overcharge for everything. I wouldn't step foot in there.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Someone told me the music is always too loud. I like to talk, not shout.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I heard through a mutual friend that their return policy is terrible. Stay away.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Gossip says the restrooms are always filthy. I can't stand dirty bathrooms.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My friend's neighbor complained about getting sick after eating there. Very concerning.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Apparently, the staff gossips about customers. Unprofessional!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I heard their online ordering system is a complete disaster. Avoid at all costs.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"My mother's friend mentioned they always get orders wrong. No thanks, I want what I ordered.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Rumor has it their parking lot is always full and chaotic. A nightmare.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My coworker said the manager is completely unresponsive to complaints. Red flag.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I heard they constantly change their menu items without notice. Inconsistent.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Apparently, the chairs are incredibly uncomfortable. Who wants to sit on that?",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My friend's cousin told me the lighting inside is absolutely dreadful. Hard to see.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Someone mentioned they have a hidden service charge. Sneaky!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"I heard they use frozen ingredients, not fresh. Disappointing for the price.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My neighbor's kid said the employees are always on their phones. Not attentive.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
The word on the street is their heating/AC is always broken. Uncomfortable conditions.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I overheard someone saying their portions have shrunk significantly. Skimping on food.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My friend told me the decor is outdated and depressing. No ambiance.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Apparently, they never answer their phone. Impossible to make reservations.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My sister heard they often run out of essential condiments. How can you forget ketchup?,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"I heard a rumor that they don't accept cards, cash only. Inconvenient in this day and age.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My aunt's coworker complained about them adding extra items to their bill. Dishonest!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Gossip says the tables are always sticky. I hate sticky tables.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
A friend of a friend said their food always comes out cold. Unacceptable.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I heard they refuse to accommodate dietary restrictions. Not inclusive.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Apparently, the management treats their employees poorly. Bad sign.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My colleague told me their loyalty program is a scam. Not worth signing up.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Someone mentioned the place always smells strange. Not inviting.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I heard they stopped offering happy hour deals. Less value for customers.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My cousin's wife said the kids' menu is terrible. Not family-friendly.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Rumor has it their outdoor seating area is always messy. No curb appeal.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I overheard someone saying their website is impossible to navigate. Frustrating.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My neighbor's sister complained about them charging for water. Ridiculous!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Apparently, they have a strict no-modifications policy for food. Unflexible.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
The local buzz is that their takeout packaging is always flimsy. Messy food.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My friend said their desserts are always stale. I like fresh sweets.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I heard they have a problem with pests. That's a huge NO for me.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Apparently, the staff argue among themselves in front of customers. Awkward.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My coworker's wife mentioned the glassware is always spotty. Not clean.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Someone told me they don't clean their high chairs properly. Concern for kids.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I heard they have a history of canceling reservations last minute. Unreliable.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My aunt's friend said the bread served is always dry. No effort.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Gossip says their restrooms lack soap and paper towels. Unhygienic.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
A friend mentioned their 'specials' are just regular menu items at a higher price. Deceptive.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I heard they use extremely cheap paper napkins. Not a good dining experience.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Apparently, the front door is always left open, letting in flies. Gross.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"My neighbor complained about the lack of available seating, even when empty. Confusing.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
The word on the street is their coffee machine is always broken. No hot drinks.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I overheard someone saying their WiFi never works. Inconvenient for business.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My friend's mom told me the manager gives preferential treatment. Unfair.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Rumor has it their gift cards are impossible to redeem. A scam.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I heard they have a strange policy about splitting checks. Annoying.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"My sister's coworker said they reuse lemon wedges. Eww, no thanks.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Apparently, the background music is always inappropriate for a family place. Odd choice.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Someone mentioned they pressure customers into leaving big tips. Tacky.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I heard they ignore online reviews and complaints. Shows they don't care.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My aunt's neighbor said the kids' play area is always unsupervised. Dangerous.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Gossip says they charge extra for sauce. Nickel and diming.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
A friend of a friend told me they water down their drinks. Cheating customers.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"I heard they consistently run out of ice. Warm drinks, no thank you.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Apparently, the security cameras are fake. Unsafe.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My coworker complained about the lack of vegetarian options. Not accommodating.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Someone told me the menus are sticky and dirty. Disgusting to touch.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"I heard they refuse to give refunds, even for bad food. Terrible customer service.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My neighbor's friend said the delivery service is consistently late. Cold food.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
The word on the street is their outdoor patio is full of litter. Unkempt.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I overheard someone saying they never update their seasonal menu. Boring.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My friend's cousin mentioned they use artificial sweeteners instead of sugar. Not healthy.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Rumor has it their chairs are broken and wobbly. Safety hazard.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I heard they have a strict dress code that's not advertised. Confusing.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My sister's friend told me they don't allow children. Not family-friendly at all.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Apparently, the takeout containers leak. Ruined my friend's car.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Someone mentioned they constantly run out of popular drinks. Poor inventory.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I heard they have extremely limited hours. Hard to visit.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"My aunt's coworker said the staff are always on their phones, ignoring customers. Rude.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Gossip says their happy hour specials are a complete lie. False advertising.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
A friend mentioned they serve tiny samples for tastings. Stingy.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I heard they frequently close early without notice. Unreliable.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Apparently, the background music is really annoying and repetitive. Can't relax.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My coworker complained about the limited parking spaces. A hassle.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Someone told me the owner frequently argues with customers. Toxic environment.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I heard they don't clean their ice machine. Health hazard.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My neighbor's kid said the arcade games are always broken. Disappointing for kids.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
The local buzz is that their delivery drivers are reckless. Dangerous.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
I overheard someone saying their portion sizes are inconsistent. Uneven value.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My friend's mom told me the place smells like stale beer. Unpleasant.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Rumor has it their air conditioning is always too high, it's freezing. Uncomfortable.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"I heard they have terrible lighting, very dim. Hard to see your food.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
My sister's coworker said the restrooms are unisex and always disgusting. No privacy.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
"Apparently, the tables are too close together. No personal space.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
Someone mentioned they serve off-brand sodas. Cheap quality.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,3
